gen,sample,loc,column,row,bench,line,type,plant,nod_diss,nod_rem,leaf,flower,fruit,date_diss,notes,shoot,root,height
I,sub,E07,E,7,one,270,exp,I-E07,0,0,3,0,0,11-Jun-16,"Tiny leaves, very little growth",0.004,NA,0.5
II,sub,E07,E,7,one,270,exp,II-E07,0,9,6,0,0,17-Aug-16,,0.025,NA,0.5
III,sub,E07,E,7,one,270,exp,III-E07,6,10,26,0,0,03-Nov-16,,0.364,NA,8
IV,sub,E07,E,7,one,270,exp,IV-E07,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,E07,E,7,one,270,exp,V-E07,10,9,10,0,0,28-Mar-17,,0.151,NA,5
I,sub,E08,E,8,one,267,exp,I-E08,0,1,15,2,0,11-Jun-16,,0.201,NA,4
II,sub,E08,E,8,one,267,exp,II-E08,10,27,31,0,2,17-Aug-16,,0.312,NA,3
III,sub,E08,E,8,one,267,exp,III-E08,0,10,14,0,0,03-Nov-16,,0.119,NA,2.5
IV,sub,E08,E,8,one,267,exp,IV-E08,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,E08,E,8,one,267,exp,V-E08,NA,NA,NA,NA,NA,NA,"yellow leaves, died",NA,NA,2
I,sub,E09,E,9,one,279,exp,I-E09,10,14,1,0,0,11-Jun-16,,0.251,NA,6
II,sub,E09,E,9,one,279,exp,II-E09,10,42,43,0,0,17-Aug-16,,0.678,NA,4
III,sub,E09,E,9,one,279,exp,III-E09,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,sub,E09,E,9,one,279,exp,IV-E09,9,6,6,0,0,11-Jan-17,,0.085,NA,3
V,sub,E09,E,9,one,279,exp,V-E09,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,E10,E,10,one,270,exp,I-E10,0,5,4,0,0,11-Jun-16,very little growth,0.006,NA,1
II,sub,E10,E,10,one,270,exp,II-E10,10,25,18,0,0,17-Aug-16,,0.168,NA,3
III,sub,E10,E,10,one,270,exp,III-E10,0,14,17,0,0,03-Nov-16,,0.142,NA,5
IV,sub,E10,E,10,one,270,exp,IV-E10,0,13,4,0,0,11-Jan-17,,0.068,NA,3
V,sub,E10,E,10,one,270,exp,V-E10,NA,NA,NA,NA,NA,NA,died,NA,NA,1
I,sub,E11,E,11,one,267,exp,I-E11,0,1,6,0,0,11-Jun-16,,0.054,NA,3
II,sub,E11,E,11,one,267,exp,II-E11,10,42,45,2,1,17-Aug-16,,0.591,NA,4
III,sub,E11,E,11,one,267,exp,III-E11,0,16,8,0,0,03-Nov-16,,0.076,NA,4
IV,sub,E11,E,11,one,267,exp,IV-E11,10,13,15,0,0,11-Jan-17,,0.152,NA,4
V,sub,E11,E,11,one,267,exp,V-E11,0,3,7,0,0,28-Mar-17,,0.058,NA,3
I,sub,E12,E,12,one,313,exp,I-E12,0,14,5,0,0,11-Jun-16,"Nods left: 12(P), 2(W)",0.026,NA,2
II,sub,E12,E,12,one,313,exp,II-E12,10,30,52,0,0,17-Aug-16,,0.671,NA,3
III,sub,E12,E,12,one,313,exp,III-E12,0,6,18,0,0,03-Nov-16,,0.207,NA,8
IV,sub,E12,E,12,one,313,exp,IV-E12,10,4,13,0,0,11-Jan-17,,0.122,NA,5
V,sub,E12,E,12,one,313,exp,V-E12,8,10,8,0,0,28-Mar-17,lots of died leaves,0.106,NA,4.5
I,sub,E13,E,13,one,276,exp,I-E13,0,11,5,0,0,11-Jun-16,,0.049,NA,3
II,sub,E13,E,13,one,276,exp,II-E13,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
III,sub,E13,E,13,one,276,exp,III-E13,0,7,8,0,0,03-Nov-16,,NA,NA,4
IV,sub,E13,E,13,one,276,exp,IV-E13,0,4,12,0,0,11-Jan-17,,0.103,NA,2.5
V,sub,E13,E,13,one,276,exp,V-E13,0,6,6,0,0,28-Mar-17,,0.034,NA,2.5
I,sub,F01,F,1,one,313,exp,I-F01,10,5,22,0,0,12-Jun-16,,0.224,NA,4
II,sub,F01,F,1,one,313,exp,II-F01,10,30,31,0,0,17-Aug-16,,0.23,NA,2
III,sub,F01,F,1,one,313,exp,III-F01,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,sub,F01,F,1,one,313,exp,IV-F01,10,0,36,0,0,11-Jan-17,,0.47,NA,5
V,sub,F01,F,1,one,313,exp,V-F01,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,F02,F,2,one,279,exp,I-F02,10,24,34,0,0,12-Jun-16,,0.81,NA,6
II,sub,F02,F,2,one,279,exp,II-F02,10,33,25,0,0,17-Aug-16,,0.391,NA,4
III,sub,F02,F,2,one,279,exp,III-F02,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,sub,F02,F,2,one,279,exp,IV-F02,10,59,21,0,0,11-Jan-17,,0.1,NA,5
V,sub,F02,F,2,one,279,exp,V-F02,6,6,6,0,0,28-Mar-17,,0.077,NA,3.5
I,sub,F03,F,3,one,313,exp,I-F03,10,58,42,0,0,12-Jun-16,,0.507,NA,6
II,sub,F03,F,3,one,313,exp,II-F03,10,48,24,0,0,17-Aug-16,,0.191,NA,3
III,sub,F03,F,3,one,313,exp,III-F03,NA,NA,NA,NA,NA,NA,died,NA,NA,0.5
IV,sub,F03,F,3,one,313,exp,IV-F03,0,6,10,0,0,11-Jan-17,,0.932,NA,4.5
V,sub,F03,F,3,one,313,exp,V-F03,NA,NA,NA,NA,NA,NA,died,NA,NA,1
I,sub,F04,F,4,one,270,exp,I-F04,10,8,22,0,0,12-Jun-16,,0.213,NA,5
II,sub,F04,F,4,one,270,exp,II-F04,0,13,37,0,0,17-Aug-16,,0.267,NA,3
III,full,F04,F,4,one,270,exp,III-F04,32,0,13,0,0,03-Nov-16,FD-genIII,0.099,0.031,8
I,sub,F05,F,5,one,267,exp,I-F05,10,54,37,8,0,12-Jun-16,,0.791,NA,6
II,sub,F05,F,5,one,267,exp,II-F05,10,48,7,0,2,17-Aug-16,,0.157,NA,3
III,sub,F05,F,5,one,267,exp,III-F05,0,13,10,0,0,03-Nov-16,,0.074,NA,4
IV,sub,F05,F,5,one,267,exp,IV-F05,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,F05,F,5,one,267,exp,V-F05,6,10,15,0,0,28-Mar-17,,0.154,NA,5.5
I,sub,F06,F,6,one,276,exp,I-F06,0,0,4,0,0,12-Jun-16,yellow leaves,0.017,NA,1
II,sub,F06,F,6,one,276,exp,II-F06,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
III,sub,F06,F,6,one,276,exp,III-F06,0,3,4,0,0,03-Nov-16,,0.044,NA,2.5
IV,sub,F06,F,6,one,276,exp,IV-F06,10,41,63,0,0,11-Jan-17,,0.454,NA,5
V,sub,F06,F,6,one,276,exp,V-F06,10,9,13,0,0,28-Mar-17,,0.139,NA,4.5
I,sub,F07,F,7,one,270,exp,I-F07,0,8,6,0,0,12-Jun-16,Nods left all clustered | Pot fell,0.029,NA,3
II,full,F07,F,7,one,270,exp,II-F07,21,0,28,0,0,17-Aug-16,FD-genII,0.269,0.094,2
I,sub,F08,F,8,one,279,exp,I-F08,10,47,44,0,0,12-Jun-16,Pot fell,1.084,NA,7
II,sub,F08,F,8,one,279,exp,II-F08,10,52,47,0,0,17-Aug-16,,0.851,NA,4
III,sub,F08,F,8,one,279,exp,III-F08,NA,NA,NA,NA,NA,NA,died,NA,NA,0.5
IV,sub,F08,F,8,one,279,exp,IV-F08,10,77,20,0,0,11-Jan-17,,0.479,NA,4
V,sub,F08,F,8,one,279,exp,V-F08,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,F09,F,9,one,276,exp,I-F09,10,4,18,0,0,12-Jun-16,,0.226,NA,5
II,sub,F09,F,9,one,276,exp,II-F09,0,13,14,0,0,17-Aug-16,,0.119,NA,2
III,sub,F09,F,9,one,276,exp,III-F09,0,10,8,0,0,03-Nov-16,,0.073,NA,6
IV,sub,F09,F,9,one,276,exp,IV-F09,10,32,39,0,0,11-Jan-17,,0.34,NA,4.5
V,sub,F09,F,9,one,276,exp,V-F09,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,F10,F,10,one,276,control,I-F10,0,0,5,0,0,12-Jun-16,yellow leaves,0.014,NA,2
II,sub,F10,F,10,one,276,control,II-F10,10,20,13,0,0,17-Aug-16,,0.177,NA,3
III,sub,F10,F,10,one,276,control,III-F10,0,6,5,0,0,03-Nov-16,,0.063,NA,4.5
IV,full,F10,F,10,one,276,control,IV-F10,22,0,28,0,0,11-Jan-17,FD-genIV,0.274,0.121,2.5
I,sub,F11,F,11,one,267,exp,I-F11,0,3,2,0,0,12-Jun-16,yellow leaves,0.01,NA,3
II,full,F11,F,11,one,267,exp,II-F11,55,0,20,0,0,17-Aug-16,FD-genII,0.258,0.082,3
I,sub,F12,F,12,one,313,control,I-F12,0,0,6,0,0,12-Jun-16,,0.048,NA,3
II,sub,F12,F,12,one,313,control,II-F12,10,22,50,0,0,17-Aug-16,,0.448,NA,3
III,sub,F12,F,12,one,313,control,III-F12,0,4,2,0,0,03-Nov-16,,0.01,NA,2
IV,sub,F12,F,12,one,313,control,IV-F12,10,47,18,0,0,11-Jan-17,,0.22,NA,3
V,sub,F12,F,12,one,313,control,V-F12,NA,NA,NA,NA,NA,NA,died,NA,NA,1.5
I,sub,F13,F,13,one,313,exp,I-F13,10,28,24,0,0,12-Jun-16,,0.309,NA,6
II,sub,F13,F,13,one,313,exp,II-F13,10,41,27,0,0,17-Aug-16,,0.289,NA,2
III,sub,F13,F,13,one,313,exp,III-F13,0,0,12,0,0,03-Nov-16,,0.108,NA,3.5
IV,full,F13,F,13,one,313,exp,IV-F13,16,0,17,0,0,11-Jan-17,FD-genIV,0.295,0.018,4
I,sub,G01,G,1,one,279,exp,I-G01,10,39,39,0,0,12-Jun-16,,0.788,NA,6
II,sub,G01,G,1,one,279,exp,II-G01,10,27,27,0,0,16-Aug-16,,0.493,NA,3
III,sub,G01,G,1,one,279,exp,III-G01,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,sub,G01,G,1,one,279,exp,IV-G01,0,12,8,0,0,11-Jan-17,,0.128,NA,3
V,sub,G01,G,1,one,279,exp,V-G01,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,G02,G,2,one,276,exp,I-G02,10,15,35,0,0,12-Jun-16,,0.479,NA,5
II,sub,G02,G,2,one,276,exp,II-G02,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
III,sub,G02,G,2,one,276,exp,III-G02,10,18,27,0,0,03-Nov-16,,0.357,NA,7
IV,sub,G02,G,2,one,276,exp,IV-G02,NA,NA,NA,NA,NA,NA,died,NA,NA,1
V,sub,G02,G,2,one,276,exp,V-G02,0,12,14,0,0,28-Mar-17,megacluster of nods,0.169,NA,4
I,sub,G03,G,3,one,276,control,I-G03,10,19,17,0,0,12-Jun-16,,0.183,NA,3
II,sub,G03,G,3,one,276,control,II-G03,0,12,14,0,0,16-Aug-16,,0.153,NA,0.5
III,sub,G03,G,3,one,276,control,III-G03,0,1,3,0,0,03-Nov-16,,0.017,NA,2
IV,sub,G03,G,3,one,276,control,IV-G03,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,G03,G,3,one,276,control,V-G03,0,5,1,0,0,28-Mar-17,yellow leaves,0.014,NA,3.5
I,sub,G04,G,4,one,313,exp,I-G04,10,36,34,0,0,12-Jun-16,,0.358,NA,5
II,sub,G04,G,4,one,313,exp,II-G04,10,43,14,0,0,17-Aug-16,,0.142,NA,2
III,sub,G04,G,4,one,313,exp,III-G04,0,10,9,0,0,03-Nov-16,,0.064,NA,4
IV,sub,G04,G,4,one,313,exp,IV-G04,10,79,19,0,0,11-Jan-17,,0.249,NA,3.4
V,sub,G04,G,4,one,313,exp,V-G04,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,G05,G,5,one,276,exp,I-G05,10,17,26,0,0,12-Jun-16,,0.309,NA,4
II,sub,G05,G,5,one,276,exp,II-G05,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
III,full,G05,G,5,one,276,exp,III-G05,29,0,31,0,0,03-Nov-16,FD-genIII,0.418,0.085,7
I,sub,G06,G,6,one,267,exp,I-G06,0,0,2,0,0,12-Jun-16,yellow leaves,0.01,NA,1
II,sub,G06,G,6,one,267,exp,II-G06,10,53,49,0,0,17-Aug-16,,0.742,NA,3
III,full,G06,G,6,one,267,exp,III-G06,16,0,14,0,0,03-Nov-16,FD-genIII,0.157,0.029,5
I,sub,G07,G,7,one,279,exp,I-G07,10,28,25,0,0,12-Jun-16,,0.44,NA,6
II,sub,G07,G,7,one,279,exp,II-G07,10,23,18,0,0,17-Aug-16,,0.261,NA,4
III,sub,G07,G,7,one,279,exp,III-G07,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,sub,G07,G,7,one,279,exp,IV-G07,10,11,16,0,0,11-Jan-17,,0.295,NA,3
V,sub,G07,G,7,one,279,exp,V-G07,NA,NA,NA,NA,NA,NA,died,NA,NA,1
I,sub,G08,G,8,one,313,exp,I-G08,10,20,14,0,0,12-Jun-16,,0.161,NA,5
II,full,G08,G,8,one,313,exp,II-G08,32,0,22,0,0,17-Aug-16,FD-genII,0.179,0.059,3
I,sub,G09,G,9,one,267,exp,I-G09,10,17,11,1,2,12-Jun-16,2 Fruits,0.159,NA,3
II,sub,G09,G,9,one,267,exp,II-G09,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
III,sub,G09,G,9,one,267,exp,III-G09,10,13,21,0,0,03-Nov-16,,0.243,NA,6
IV,sub,G09,G,9,one,267,exp,IV-G09,10,43,20,0,0,11-Jan-17,,0.266,NA,4
V,sub,G09,G,9,one,267,exp,V-G09,10,22,18,0,0,28-Mar-17,,0.3,NA,4
I,sub,G10,G,10,one,276,exp,I-G10,10,7,10,0,0,12-Jun-16,,0.08,NA,3
II,sub,G10,G,10,one,276,exp,II-G10,0,7,21,0,0,17-Aug-16,,0.321,NA,2
III,sub,G10,G,10,one,276,exp,III-G10,0,11,10,0,0,03-Nov-16,,0.116,NA,4
IV,sub,G10,G,10,one,276,exp,IV-G10,NA,NA,55,0,0,11-Jan-17,,0.722,NA,5.5
V,sub,G10,G,10,one,276,exp,V-G10,0,5,10,0,0,28-Mar-17,,0.059,NA,3
I,sub,G11,G,11,one,270,control,I-G11,0,0,4,0,0,12-Jun-16,,0.03,NA,1
II,sub,G11,G,11,one,270,control,II-G11,NA,NA,NA,NA,NA,NA,died,NA,NA,0.5
III,sub,G11,G,11,one,270,control,III-G11,10,11,10,0,0,03-Nov-16,,0.139,NA,3
IV,full,G11,G,11,one,270,control,IV-G11,30,0,26,0,0,11-Jan-17,FD-genIV,0.298,0.057,6
I,sub,G12,G,12,one,267,exp,I-G12,0,0,3,0,0,12-Jun-16,,0.016,NA,3
II,sub,G12,G,12,one,267,exp,II-G12,10,31,22,0,0,17-Aug-16,,0.183,NA,3
III,sub,G12,G,12,one,267,exp,III-G12,0,1,4,0,0,03-Nov-16,,0.033,NA,1
IV,full,G12,G,12,one,267,exp,IV-G12,38,0,27,0,0,11-Jan-17,FD-genIV,0.443,0.083,5
I,sub,G13,G,13,one,279,exp,I-G13,0,0,3,0,0,12-Jun-16,,0.08,NA,3
II,full,G13,G,13,one,279,exp,II-G13,56,0,14,0,0,17-Aug-16,FD-genII,0.131,0.052,3
I,sub,H01,H,1,two,267,exp,I-H01,10,10,13,0,0,12-Jun-16,,0.151,NA,4
II,sub,H01,H,1,two,267,exp,II-H01,10,39,25,0,0,16-Aug-16,,0.294,NA,4
III,sub,H01,H,1,two,267,exp,III-H01,NA,NA,NA,NA,NA,NA,died,NA,NA,1
IV,sub,H01,H,1,two,267,exp,IV-H01,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,H01,H,1,two,267,exp,V-H01,10,14,18,0,0,28-Mar-17,nod clusters,0.218,NA,5
I,sub,H02,H,2,two,270,exp,I-H02,10,16,12,0,0,12-Jun-16,,0.117,NA,4
II,sub,H02,H,2,two,270,exp,II-H02,0,8,8,0,0,16-Aug-16,,0.059,NA,1
III,sub,H02,H,2,two,270,exp,III-H02,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,sub,H02,H,2,two,270,exp,IV-H02,10,13,32,0,0,18-Jan-17,,0.374,NA,5
V,sub,H02,H,2,two,270,exp,V-H02,NA,NA,NA,NA,NA,NA,died,NA,NA,0.5
I,sub,H03,H,3,two,276,exp,I-H03,10,17,18,0,0,12-Jun-16,,0.198,NA,5
II,sub,H03,H,3,two,276,exp,II-H03,0,3,4,0,0,16-Aug-16,,0.028,NA,2
III,sub,H03,H,3,two,276,exp,III-H03,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,full,H03,H,3,two,276,exp,IV-H03,31,0,43,0,0,18-Jan-17,FD-genIV,0.6,0.126,5
I,sub,H04,H,4,two,267,exp,I-H04,10,37,NA,NA,NA,12-Jun-16,,0.715,NA,6
II,sub,H04,H,4,two,267,exp,II-H04,10,19,10,0,1,16-Aug-16,,0.151,NA,3
III,sub,H04,H,4,two,267,exp,III-H04,0,9,7,0,0,01-Nov-16,,0.05,NA,4
IV,full,H04,H,4,two,267,exp,IV-H04,20,0,34,0,0,18-Jan-17,FD-genIV,0.559,0.166,6
I,sub,H05,H,5,two,267,exp,I-H05,10,77,39,5,0,12-Jun-16,,0.601,NA,9
II,sub,H05,H,5,two,267,exp,II-H05,10,49,18,0,0,16-Aug-16,,0.246,NA,3
III,sub,H05,H,5,two,267,exp,III-H05,10,11,6,0,0,01-Nov-16,,0.101,NA,4
IV,sub,H05,H,5,two,267,exp,IV-H05,10,49,14,0,0,18-Jan-17,,0.222,NA,4
V,sub,H05,H,5,two,267,exp,V-H05,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,H06,H,6,two,313,exp,I-H06,10,63,30,0,0,12-Jun-16,Pot fell,0.449,NA,7
II,full,H06,H,6,two,313,exp,II-H06,48,0,28,0,0,16-Aug-16,FD-genII,0.258,0.053,2
I,sub,H07,H,7,two,267,exp,I-H07,0,7,2,0,0,12-Jun-16,yellow leaves,0.012,NA,3
II,sub,H07,H,7,two,267,exp,II-H07,10,56,41,0,1,16-Aug-16,,0.609,NA,4
III,sub,H07,H,7,two,267,exp,III-H07,10,23,17,0,0,01-Nov-16,,0.337,NA,7.5
IV,sub,H07,H,7,two,267,exp,IV-H07,10,13,10,0,0,18-Jan-17,,0.162,NA,3
V,sub,H07,H,7,two,267,exp,V-H07,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,H08,H,8,two,279,exp,I-H08,10,64,32,0,0,12-Jun-16,,0.68,NA,7
II,sub,H08,H,8,two,279,exp,II-H08,10,42,24,0,0,16-Aug-16,,0.332,NA,3
III,sub,H08,H,8,two,279,exp,III-H08,NA,NA,NA,NA,NA,NA,died,NA,NA,0.5
IV,sub,H08,H,8,two,279,exp,IV-H08,0,15,28,0,0,18-Jan-17,,0.481,NA,5
V,sub,H08,H,8,two,279,exp,V-H08,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,H09,H,9,two,313,exp,I-H09,NA,NA,NA,NA,NA,12-Jun-16,No germination,NA,NA,0
II,sub,H09,H,9,two,313,exp,II-H09,10,34,26,0,0,16-Aug-16,,0.298,NA,3
III,sub,H09,H,9,two,313,exp,III-H09,0,14,7,0,0,01-Nov-16,,0.079,NA,3
IV,sub,H09,H,9,two,313,exp,IV-H09,10,13,36,0,0,18-Jan-17,,0.667,NA,4
V,sub,H09,H,9,two,313,exp,V-H09,10,11,16,0,0,28-Mar-17,,0.182,NA,4
I,sub,H10,H,10,two,279,exp,I-H10,0,3,4,0,0,12-Jun-16,"Pot fell, yellow leaves",0.013,NA,3
II,sub,H10,H,10,two,279,exp,II-H10,0,9,21,0,0,16-Aug-16,,0.23,NA,3
III,sub,H10,H,10,two,279,exp,III-H10,0,6,4,0,0,01-Nov-16,,0.069,NA,4
IV,sub,H10,H,10,two,279,exp,IV-H10,10,16,17,0,0,18-Jan-17,,0.244,NA,1
V,sub,H10,H,10,two,279,exp,V-H10,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,H11,H,11,two,279,exp,I-H11,10,27,12,0,0,12-Jun-16,,0.2,NA,5
II,sub,H11,H,11,two,279,exp,II-H11,10,43,26,0,0,16-Aug-16,,0.309,NA,4
III,sub,H11,H,11,two,279,exp,III-H11,10,24,11,0,0,01-Nov-16,,NA,NA,5.5
IV,sub,H11,H,11,two,279,exp,IV-H11,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,H11,H,11,two,279,exp,V-H11,10,18,19,0,0,28-Mar-17,,0.271,NA,3.5
I,sub,H12,H,12,two,270,exp,I-H12,NA,NA,NA,NA,NA,12-Jun-16,No germination,NA,NA,0
II,sub,H12,H,12,two,270,exp,II-H12,6,10,8,0,0,16-Aug-16,,0.035,NA,1
III,sub,H12,H,12,two,270,exp,III-H12,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,full,H12,H,12,two,270,exp,IV-H12,23,0,34,0,0,18-Jan-17,FD-genIV,0.512,0.096,4
I,sub,I01,I,1,two,313,exp,I-I01,10,32,49,0,0,13-Jun-16,,0.713,NA,8
II,sub,I01,I,1,two,313,exp,II-I01,0,3,33,0,0,16-Aug-16,,0.352,NA,3
III,sub,I01,I,1,two,313,exp,III-I01,0,5,2,0,0,01-Nov-16,,0.012,NA,1
IV,sub,I01,I,1,two,313,exp,IV-I01,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,I01,I,1,two,313,exp,V-I01,10,9,21,0,0,28-Mar-17,,0.271,NA,5.5
I,sub,I02,I,2,two,313,exp,I-I02,10,38,40,0,0,13-Jun-16,,0.589,NA,8
II,sub,I02,I,2,two,313,exp,II-I02,10,39,38,0,0,16-Aug-16,,0.477,NA,3
III,sub,I02,I,2,two,313,exp,III-I02,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,full,I02,I,2,two,313,exp,IV-I02,39,0,20,0,0,18-Jan-17,FD-genIV,0.254,0.065,4
I,sub,I03,I,3,two,270,exp,I-I03,0,6,5,0,0,13-Jun-16,,0.037,NA,2
II,sub,I03,I,3,two,270,exp,II-I03,NA,NA,NA,NA,NA,NA,died,NA,NA,0.5
III,sub,I03,I,3,two,270,exp,III-I03,10,25,10,0,0,01-Nov-16,,0.135,NA,7.5
IV,sub,I03,I,3,two,270,exp,IV-I03,10,62,51,0,0,18-Jan-17,,0.475,NA,4
V,sub,I03,I,3,two,270,exp,V-I03,10,13,6,0,0,28-Mar-17,,0.052,NA,4.5
I,sub,I04,I,4,two,279,exp,I-I04,10,38,38,0,0,13-Jun-16,,0.769,NA,7
II,sub,I04,I,4,two,279,exp,II-I04,0,6,20,0,0,16-Aug-16,,0.19,NA,3
III,sub,I04,I,4,two,279,exp,III-I04,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,sub,I04,I,4,two,279,exp,IV-I04,10,10,28,0,0,18-Jan-17,,0.468,NA,4
V,sub,I04,I,4,two,279,exp,V-I04,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
I,sub,I05,I,5,two,270,exp,I-I05,10,33,12,0,0,13-Jun-16,,0.146,NA,5
II,sub,I05,I,5,two,270,exp,II-I05,NA,NA,NA,NA,NA,NA,died,NA,NA,0.5
III,sub,I05,I,5,two,270,exp,III-I05,0,12,5,0,0,01-Nov-16,,0.066,NA,4
IV,sub,I05,I,5,two,270,exp,IV-I05,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,I05,I,5,two,270,exp,V-I05,6,10,6,0,0,28-Mar-17,,0.057,NA,3
I,sub,I06,I,6,two,279,exp,I-I06,5,12,21,0,0,13-Jun-16,,0.368,NA,7
II,sub,I06,I,6,two,279,exp,II-I06,10,16,29,0,0,16-Aug-16,,0.381,NA,3
III,sub,I06,I,6,two,279,exp,III-I06,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,full,I06,I,6,two,279,exp,IV-I06,34,0,22,0,0,18-Jan-17,FD-genIV,0.547,0.196,5
I,sub,I07,I,7,two,270,control,I-I07,0,2,5,0,0,13-Jun-16,yellow leaves,0.014,NA,2
II,sub,I07,I,7,two,270,control,II-I07,0,2,3,0,0,16-Aug-16,,0.014,NA,0.5
III,sub,I07,I,7,two,270,control,III-I07,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
IV,sub,I07,I,7,two,270,control,IV-I07,0,10,13,0,0,18-Jan-17,,0.075,NA,6
V,sub,I07,I,7,two,270,control,V-I07,NA,NA,NA,NA,NA,NA,died,NA,NA,1
I,sub,I08,I,8,two,267,exp,I-I08,0,3,5,0,0,13-Jun-16,yellow leaves,0.029,NA,4
II,sub,I08,I,8,two,267,exp,II-I08,0,8,33,0,1,16-Aug-16,,0.333,NA,3
III,sub,I08,I,8,two,267,exp,III-I08,NA,NA,NA,NA,NA,NA,died,NA,NA,2
IV,sub,I08,I,8,two,267,exp,IV-I08,NA,NA,NA,NA,NA,NA,No germination,NA,NA,0
V,sub,I08,I,8,two,267,exp,V-I08,8,6,25,0,0,28-Mar-17,lots of nod clusters,0.401,NA,4.5
I,sub,I09,I,9,two,276,exp,I-I09,10,18,13,0,0,13-Jun-16,,0.125,NA,4
II,sub,I09,I,9,two,276,exp,II-I09,0,1,20,0,0,16-Aug-16,,0.123,NA,2
III,sub,I09,I,9,two,276,exp,III-I09,0,8,6,0,0,01-Nov-16,,0.06,NA,4
